exit_time,direction,level,profit_level,exit_reason,notional,entry_capital,peak_loss_ratio,pnl_usdt,capital,drawdown
2025-04-06 13:00:00+00:00,short,10,10,TP,276.844382042556,11073.77528170224,0.084363,312.2575,11455.6335,0.169365
2025-04-08 16:00:00+00:00,short,3,2,TP1,286.3908370872075,11455.6334834883,0.002951,10.7753,11466.4088,0.168583
2025-04-08 17:00:00+00:00,short,3,2,TP2,286.3908370872075,11455.6334834883,0.002951,22.2331,11488.6419,0.166971
2025-04-09 01:00:00+00:00,short,3,2,TP,286.3908370872075,11455.6334834883,0.002951,45.1488,11533.7906,0.163698
2025-04-10 00:00:00+00:00,short,0,0,TP1,288.34476550391554,11533.790620156622,0.000192,1.8262,11535.6168,0.163565
2025-04-10 03:00:00+00:00,short,0,0,TP2,288.34476550391554,11533.790620156622,0.000192,3.7485,11539.3653,0.163293
2025-04-16 17:00:00+00:00,short,9,6,TP,288.34476550391554,11533.790620156622,0.018113,343.1019,11882.4672,0.138415
2025-04-20 11:00:00+00:00,short,1,3,TP1,297.0616792039802,11882.467168159206,0.00265,9.3681,11891.8353,0.137736
2025-10-10 21:00:00+00:00,short,10,4,TP2,297.0616792039802,11882.467168159206,0.321919,70.4591,11962.2944,0.132627
2025-11-03 15:00:00+00:00,short,10,4,TP,297.0616792039802,11882.467168159206,0.321919,149.9579,12112.2523,0.121754
2025-11-08 05:00:00+00:00,short,0,0,TP1,302.8063074250501,12112.252297002002,0.000206,1.9178,12114.1701,0.121615
2025-11-08 15:00:00+00:00,short,0,1,TP2,302.8063074250501,12112.252297002002,0.000206,9.8256,12123.9956,0.120902
2025-11-13 17:00:00+00:00,short,8,8,TP,302.8063074250501,12112.252297002002,0.008628,374.7153,12498.7109,0.093732
2025-11-19 05:00:00+00:00,short,0,3,TP1,312.46777328378914,12498.710931351565,0.000366,7.8972,12506.6082,0.09316
2025-11-19 15:00:00+00:00,short,0,4,TP2,312.46777328378914,12498.710931351565,0.000366,22.2808,12528.889,0.091544
2025-11-19 18:00:00+00:00,short,0,4,TP,312.46777328378914,12498.710931351565,0.000366,45.1977,12574.0867,0.088267
2025-11-24 01:00:00+00:00,short,4,3,TP1,314.35216654647525,12574.086661859008,0.002786,15.7985,12589.8851,0.087121
2025-12-01 12:00:00+00:00,short,10,5,TP2,314.35216654647525,12574.086661859008,0.0461,80.4431,12670.3282,0.081288
2026-01-30 01:00:00+00:00,short,10,8,TP,314.35216654647525,12574.086661859008,0.104803,238.3664,12908.6946,0.064005
2026-02-06 18:00:00+00:00,short,0,0,TP1,322.71736481877326,12908.69459275093,0.0,2.0439,12910.7385,0.063857
2026-02-07 07:00:00+00:00,short,0,1,TP2,322.71736481877326,12908.69459275093,0.00014,10.4814,12921.2198,0.063097
2026-02-11 06:00:00+00:00,short,2,8,TP,322.71736481877326,12908.69459275093,0.001361,248.9774,13170.1972,0.045044
2026-02-12 14:00:00+00:00,short,1,0,TP1,329.2549306437612,13170.197225750448,0.000723,4.1495,13174.3467,0.044743
2026-02-12 16:00:00+00:00,short,1,0,TP2,329.2549306437612,13170.197225750448,0.000723,8.54,13182.8867,0.044123
2026-02-23 01:00:00+00:00,short,10,10,TP,329.2549306437612,13170.197225750448,0.019419,503.4836,13686.3703,0.007616
2026-02-27 17:00:00+00:00,short,10,3,TP1,342.1592574984687,13686.370299938748,0.03741,25.4188,13711.7891,0.005773
2026-02-28 06:00:00+00:00,short,10,4,TP2,342.1592574984687,13686.370299938748,0.03741,64.0633,13775.8524,0.001128
2026-02-28 07:00:00+00:00,short,10,4,TP,342.1592574984687,13686.370299938748,0.03741,134.9796,13910.832,0.0
2026-03-01 10:00:00+00:00,short,2,1,TP1,347.7707991996283,13910.831967985132,0.001727,8.7121,13919.544,0.0
2026-03-01 19:00:00+00:00,short,2,1,TP2,347.7707991996283,13910.831967985132,0.001727,17.9879,13937.532,0.0
2026-03-28 23:00:00+00:00,short,10,10,TP,347.7707991996283,13910.831967985132,0.077485,499.6663,14437.1983,0.0
2026-03-30 18:00:00+00:00,short,1,0,TP1,360.9299566196255,14437.198264785018,0.000602,4.5487,14441.7469,0.0
2026-04-02 13:00:00+00:00,short,4,3,TP2,360.9299566196255,14437.198264785018,0.0058,51.1361,14492.883,0.0
